X,Y,OBJECTID,ASSET_ADDR,ASSET_NAME,OPA_ADDR,SITE_NAME,SITE_CODE,SHAREBLDG_ASSETID,ASSET_ID,SHAREBLDG_NOTE,ASSET_GROUP1,ASSET_GROUP2,ASSET_TYPE,ASSET_SUBTYPE1,ASSET_SUBTYPE2,BUILDINGID,SECONDARYSITE_ID,PRIMARYSITE_ID,ASSET_SUBT1_DESC,CITYOWNED,CITYUSE_DESC,OCCUPANT,MAINTAINEDBY,OPA_ID,OPA_OWNER,SITE_ACRES,SERVING_TYPE,EDITNOTE1,EDITDATE,EDITSOURCE,EDITOR,NOT_PUBLIC,STATUS
-75.1372406543285,39.9730214387511,685,147 MASTER ST,Hancock Playground Baseball Field,147 MASTER ST,Hancock Playground,,,2293,,A11,A11.3,B3,C87,,,,4205,Baseball Field,Y,Owned,Public use,PPR,781264000,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.1105337287119,40.0340491263837,686,5153 E TABOR RD,Garland and Bingham Playground,5153 E TABOR RD,Garland and Bingham Playground,17636E,,1368,,A11,A11.3,B3,C50,D11,,,4406,Recreation Center,Y,Owned,Public use,PPR,351324201,CITY OF PHILADELPHIA,3.930874,C,,2015/10/05 00:00:00+00,"PPR Data, Capital Expenditure FY14 report",nf,N,A
-75.0901694656223,40.069418528486,687,7370 CENTRAL AVE,Burholme Park Restrooms,7370 CENTRAL AVE,Burholme Park,,,1584,,A11,,B1,C55,,1236142,,4072,Restrooms,Y,Owned,Public use,PPR,786068900,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.0853981866363,40.0764736463542,688,7966 OXFORD AVE,Barnes & Loney Park,7966 OXFORD AVE,Barnes & Loney Park,16116E,,542,,A11,A11.2,B3,C61,,,,4046,Square\Plaza,Y,Owned,Public use,PPR,786408000,CITY OF PHILA,0.32619699,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.0804820336689,40.0139483684753,689,1801 MEADOW ST,Wilmot Park Playground Recreation Center,1801 MEADOW ST,Wilmot Park Playground,16626E,,99,,A11,A11.3,B3,C50,D11,,,4443,Recreation Center,Y,Owned,Public use,PPR,786322200,CITY OF PHILADELPHIA,0.421065,C,Verifed as Neighb Park per PCPC site visit,2012/08/28 00:00:00+00,"PCPC Field viait, PPR Data",vm,N,A
-75.0751306665156,40.0904427225323,690,8700 PINE RD,Fox Chase Farm Shed D,,Fox Chase Farm,,,1613,,A11,,B4,C65,,,,4170,Shed,Y,Owned,Public use,PPR,,,,C,Technically outside of City boundary,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.0729558477086,40.0110974040312,691,2100 WAKELING ST,Carmella Playground Building,2100 WAKELING ST,Carmella Playground,16624E,,225,,A11,A11.3,B1,C49,,1306545,,4077,Recreation Building,Y,Owned,PPR,PPR,786550300,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.0714261768235,40.025302909557,692,5801 FRANKFORD AVE,Northern Maintenance Headquarters,5801 FRANKFORD AVE,Northern Maintenance Headquarters,16460E,,544,,A15,,B1,C17,,1312055,, 4456,Garage\Maintenance Building,Y,Owned,DPP,DPP,786151700,CITY OF PHILA,41.66072082,M,,2012/05/18 00:00:00+00,Dept per MDO request,mw,N,A
-75.0638969243699,40.016276167834,693,5700 TORRESDALE AVE,Moss Playground Batting Cage,5700 TORRESDALE AVE,Moss Playground,,,2530,,A11,A11.3,B2,C89,,,,4310,Batting Cage,Y,Owned,Public use,PPR,786536800,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.0498870710703,40.0612341378287,694,8101 BUSTLETON AVE,Pelbano Playground Athletic Field,8101 BUSTLETON AVE,Pelbano Playground,,,2586,,A11,A11.3,B3,C3,,,,4343,Athletic Field\Soccer Field,Y,Owned,Public use,PPR,786055500,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.0196192709749,40.0567995082532,695,2870 WILLITS RD,Pennypack Community (Crispin Gardens) Building,2870 WILLITS RD,Pennypack Creek Park,17265E,,1094,,A11,A11.3,B1,C49,,1252185,,4226,Recreation Building,Y,Owned,PPR,PPR,572076310,CITY OF PHILA,,C,Crispin Gardens Athletic Club,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.0013975341909,40.035927828547,696,5200 PENNYPACK DR,Philadelphia Fire Academy Building 1,8401 STATE RD,Philadelphia Fire Academy,,,75,,A13,,B1,C34,D4,1289629,,10440714,Multi-Use\Office Building,Y,Owned,FIRE,DPP,786505100,PHILA MUNICIPAL AUTH,,M,,2012/09/27 00:00:00+00,Dept per MDO request. PICA 2007 sqft,mw,N,A
-74.9887455119053,40.0799932066923,697,3325 RED LION RD,Picariello Playground Tennis Court,3325 RED LION RD,Picariello Playground,,,2894,,A11,A11.3,B2,C67,,,,4349,Tennis Court,Y,Owned,Public use,PPR,786442010,SCHOOL DISTRICT OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-74.9888433737113,40.1248798316438,698,1300-2600 POQUESSING CREEK DR,Poquessing Creek Park (2),,Poquessing Creek Park,,,2813,,A11,,B3,C79,,,0219,4358,Watershed\Conservation Park,Y,Owned,Public use,PPR,,CITY OF PHILA,3.4203031,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.1465020655271,39.9525881765815,699,101-15 N 4TH ST,Ladder 2,101-15 N 4TH ST,Ladder 2,13008E,,472,,A13,A13.1,B1,C14,,1447082,,10279513,Fire Station,Y,Owned,FIRE,DPP,781459900,CITY OF PHILA,0.48620292,C,,2012/06/06 00:00:00+00,Dept per MDO request. PICA 2007 sqft,mw,N,A
-75.1347195388451,39.9703668768668,700,1300-04 FRANKFORD AVE,Parking Lot - 1300-04 Frankford,1300-04 FRANKFORD AVE,Parking Lot - 1300-04 Frankford,20421E,,667,,A17,,B3,C39,,,,10486469,Parking Lot,Y,Owned,Public use,PPA,182001511,CITY OF PHILA,0.13702937,C,,2011/06/21 00:00:00+00,PPA doc to PCPC,,N,A
-75.1333156082048,40.0024553541625,701,213 W ONTARIO ST,Reed Playground Basketball Court,213 W ONTARIO ST,Reed Playground,,,2610,,A11,A11.3,B2,C4,,,,4367,Basketball Court,Y,Owned,Public use,PPR,786352200,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.1306062819159,40.0348385789287,702,435-39 W TABOR RD,Library Branch - Greater Olney,435-39 W TABOR RD,Library Branch - Greater Olney,52013E,,1195,,A8,,B1,C25,,1100311,,10455149,Library Branch,Y,Owned,LIBRARY,LIBRARY,785473100,CITY OF PHILA,0.11971999,C,,2012/05/15 00:00:00+00,Dept per MDO request,mw,N,A
-75.1191879927066,40.0342262758401,703,200-64 E OLNEY AVE,Zeihler Playground Athletic Field,200-64 E OLNEY AVE,Zeihler Playground,,,2786,,A11,A11.3,B3,C87,,,, 4465,Baseball Field,Y,Owned,Public use,PPR,785373100,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.1181696674074,39.9765830335052,704,2538 WEBB ST,Webb St Play Lot,2538 WEBB ST,Webb Street Play Lot,16542E,,799,,A11,A11.2,B3,C36,,,,4437,Neighborhood Park,Y,Owned,Public use,PPR,312150201,CITY OF PHILA,0.06782799,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.1154684145073,39.9942369532283,705,1804-36 E CLEARFIELD ST,Parking Lot - 1804-36 E Clearfield St,1804-36 E CLEARFIELD ST,Parking Lot - 1804-36 E Clearfield St,20453E,,570,,A17,,B3,C39,,,,1093693,Parking Lot,Y,Owned,Public use,PPA,252226402,CITY OF PHILA,1.09251606,C,Formerly addressed at 1904-36 E Clearfield St,2015/10/13 00:00:00+00,PCPC field survey,nf,N,A
-75.1068784001648,39.9822717356912,706,3000 EDGEMONT ST,Stokely Playground Handball Court,3000 EDGEMONT ST,Stokely Playground,,,2687,,A11,A11.3,B2,C90,,,,4403,Handball Court,Y,Owned,Public use,PPR,786116400,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.0996712823978,40.0464641449535,707,6000 RISING SUN AVE,L&I East District Office,6000 RISING SUN AVE,L&I East District Office & Fire Engine 64,20021E,1083,1080,Fire Engine 64,A2,,B1,C34,D12,1299976,,4263,Multi-Use\Office Building,Y,Owned,L&I,DPP,786458500,CITY OF PHILA,16.1953392,C,Adjacent to Fire Engine 64. Sqft separate,2012/06/13 00:00:00+00,Dept per MDO request,mw,N,A
-75.0929244089629,40.0678378111876,708,401 COTTMAN AVE,Burholme Driving Range,7370 CENTRAL AVE,Burholme Driving Range,17601E,,489,,A11,A11.3,B3,C13,D18,,,10478090,Golf Driving Range,Y,Lessor,Lessee,PPR,786068900,CITY OF PHILA,13.7007656,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.0534810262715,40.0404432114594,709,2901 PRINCETON AVE,Mayfair Playground,2901 PRINCETON AVE,Mayfair Playground,,,1905,,A11,A11.3,B3,C50,D18,,,4292,Recreation Center,Y,Owned,Public use,PPR,786438600,SCHOOL DISTRICT OF PHILA,6.65540122,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.0526286422039,40.0401943304433,710,2901 PRINCETON AVE,Mayfair Playground Building 1,2901 PRINCETON AVE,Mayfair Playground,16414E,,380,,A11,A11.3,B1,C49,,1386024,,4292,Recreation Building,Y,Owned,PPR,PPR,786438600,SCHOOL DISTRICT OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.0514168018474,40.0618394692545,711,8101 BUSTLETON AVE,Pelbano Playground Tennis Court,8101 BUSTLETON AVE,Pelbano Playground,,,2583,,A11,A11.3,B2,C67,,,,4343,Tennis Court,Y,Owned,Public use,PPR,786055500,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.1412468899777,39.9391363593268,712,717 S CHRIS COLUMBUS BLVD,Pier 30,717 S CHRIS COLUMBUS BLVD,Pier 30 - Dockside Condominiums,,,1661,,A10,,B6,C41,D16,1389202,,10113403,Pier,Y,Owned,DePaul Group,DRWC,888064502,VENTO GENO A,1.66604685,M, Dockside Condos. Confirmed w/ Joe Forkin DRWC 4/16/12,2012/05/02 00:00:00+00,DRWC,MW,N,A
-75.1279402041372,39.9793468846844,713,2200-26 E DAUPHIN ST,Konrad Square,2200-26 E DAUPHIN ST,Konrad Square,16369E,,783,,A11,A11.2,B3,C61,,,,4254,Square\Plaza,Y,Owned,Public use,PPR,786094000,CITY OF PHILA,1.016474,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.1312685516237,40.0363487855352,714,5541 N FAIRHILL ST,Parking Lot - 5541 N Fairhill St,5541 N FAIRHILL ST,Parking Lot - 5541 N Fairhill St,20475E,,566,,A17,,B3,C39,,,,1017677,Parking Lot,Y,Owned,Public use,PPA,612305405,CITY OF PHILA,0.22706611,C,,2011/06/21 00:00:00+00,PPA,,N,A
-75.1268882445782,39.9718966579056,715,611-17 E GIRARD AVE,Fuel Site 013,611-17 E GIRARD AVE,Police 26th District & Fuel Site 013,25013E,,597,,A15,,B2,C82,,1030337,,10451147,Fuel Pump,Y,Owned,FLEET,FLEET,781142000,CITY OF PHILA,,M,,2012/05/18 00:00:00+00,Dept per MDO request,mw,N,A
-75.0981469619138,39.997782934257,716,2136 CASTOR AVE,Heitzman Recreation Center Fields,2136 CASTOR AVE,Heitzman Recreation Center,,,2309,,A11,A11.3,B3,C87,,,,4216,Baseball Field,Y,Owned,Public use,PPR,786065300,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.0928079428002,40.0216254290246,717,1010 ARROTT ST,Simpson Playground Street Hockey Court,1010 ARROTT ST,Simpson Playground,,,2667,,A11,A11.3,B2,C88,,,,4390,Street Hockey Court\Rink,Y,Owned,Public use,PPR,786022900,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.0887334577292,39.9891130506692,718,3721 RICHMOND ST,Parking Lot - 3721 Richmond St,3721 RICHMOND ST,Parking Lot - 3721 Richmond St,20439E,,746,,A17,,B3,C39,,,,1037086,Parking Lot,Y,Owned,Public use,PPA,451139510,CITY OF PHILA,0.61241966,C,,2011/06/21 00:00:00+00,DPP Fixed Asset List,,N,A
-75.0759819802808,40.05596143555,719,1400 COTTMAN AVE,Jardel Recreation Center Street Hockey Court,1400 COTTMAN AVE,Jardel Recreation Center,,,2382,,A11,A11.3,B2,C88,,,,4239,Street Hockey Court\Rink,Y,Owned,Public use,PPR,786082100,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.1579644822534,39.9413628363365,720,700 S 9TH ST,Palumbo Recreation Center Basketball Court,700 S 9TH ST,Palumbo Recreation Center,,,2573,,A11,A11.3,B2,C4,,,,4339,Basketball Court,Y,Owned,Public use,PPR,781608700,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.21057221216,39.9487383131507,721,4301 CHESTER AVE,Clark Park,4301 CHESTER AVE,Clark Park,,,2906,,A11,A11.2,B3,C36,,,,4099,Neighborhood Park,Y,Owned,Public use,PPR,783090900,CITY OF PHILA,12.03396797,C,Clarence H Clark Park,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.209543065863,39.9895095896782,722,4101 MONTGOMERY AVE,Guard Box B at Car Barn,,West Fairmount Park,,,3112,,A11,A11.3,B4,C51,,,,4440,Recreation Other,Y,Owned,PPR,PPR,,,0.004255,M,No OPA parcel,2015/09/27 00:00:00+00,PPR Data,nf,N,I
-74.9709051297638,40.1039039594803,723,3102 MECHANICSVILLE RD,Junod Park Athletic Field,3102 MECHANICSVILLE RD,Junod Park,,,2386,,A11,A11.3,B3,C3,,,,4247,Athletic Field\Soccer Field,Y,Owned,Public use,PPR,786322300,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.2767738094774,39.9764297745144,724,7800 CITY AVE,Cobbs Creek Golf Course Snack Shed 2,7800 CITY AVE,Cobbs Creek Golf Course & Driving Range,,,1462,,A11,,B4,C65,,,0133,4106,Shed,Y,Owned,Public use,PPR,783096700,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.1647289066313,40.0111705893008,725,2201 W HUNTING PARK AVE,Fire Engine 59/Ladder 18,2201 W HUNTING PARK AVE,Police 39th District & Fire Engine 59 / Ladder 18 & Fuel Site 024,13059E,812,813,Police 39th District,A13,A13.1,B1,C14,,1175438,,10540931,Fire Station,Y,Owned,FIRE,DPP,785270700,CITY OF PHILA,0.75158399,C,,2012/06/06 00:00:00+00,Dept per MDO request. PICA 2007 sqft,mw,N,A
-75.1603321895195,39.9815649208748,726,1843 N 16TH ST,Amos Playground Building,1817-59 N 16TH ST,Amos Playground,16101E,,1015,,A11,A11.3,B1,C49,,1001655,,4032,Recreation Building,Y,Owned,PPR,PPR,784506210,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.1573589494652,40.0612924812028,727,1601-35 E WALNUT LN,Simons Youth Access & Teen Center Playground Equipment,1601-35 E WALNUT LN,Simons Youth Access & Teen Center,,,2664,,A11,A11.3,B2,C42,,,,10383390,Playground Equipment,Y,Owned,Public use,PPR,784471550,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.157229560494,40.061024944351,728,1601-35 E WALNUT LN,Simons Youth Access & Teen Center Basketball Court,1601-35 E WALNUT LN,Simons Youth Access & Teen Center,,,2665,,A11,A11.3,B2,C4,,,,10383390,Basketball Court,Y,Owned,Public use,PPR,784471550,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.1518823105911,39.986166395958,729,1101 W SUSQUEHANNA AVE,Penrose Playground Play Equipment,1101 W SUSQUEHANNA AVE,Penrose Playground,,,2590,,A11,A11.3,B2,C42,,,,4347,Playground Equipment,Y,Owned,Public use,PPR,785462600,CITY OF PHILADELPHIA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.1557202329014,40.000535625658,730,1517-33 W CLEARFIELD ST,Heritage Park Playground Play Equipment,1517-33 W CLEARFIELD ST,Heritage Park Playground,,,2310,,A11,A11.3,B2,C42,,,,4217,Playground Equipment,Y,Owned,Public use,PPR,111116405,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.1507407191165,40.0471140803693,731,6017-35 OGONTZ AVE,Library Branch - David Cohen Ogontz,6017-35 OGONTZ AVE,Library Branch - David Cohen Ogontz,52028E,,885,,A8,,B1,C25,,1127113,,1020205,Library Branch,Y,Owned,LIBRARY,LIBRARY,785365500,CITY OF PHILA,0.62754797,C,,2012/05/15 00:00:00+00,Dept per MDO request,mw,N,A
-75.1509402468213,39.9673531056636,732,882 N 8TH ST,East Poplar Playground Tennis Court,882 N 8TH ST,East Poplar Playground,,,2194,,A11,A11.3,B2,C67,,,,4146,Tennis Court,Y,Owned,Public use,PPR,141082410,CITY OF PHILA DEPT OF,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.1835591061916,39.9663502708817,733,640 WATER WORKS DR,Water Works House,,Water Works,,,1622,,A11,,B1,C21,,1080697,0258,4145,Historic House\Site,Y,Owned,Public use,PPR,,,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.1835153406115,39.9661937009772,734,640 WATER WORKS DR,Schuylkill Freed,,Fairmount Waterworks,,,3283,,A11,,B4,C64,,1080698,0258,4145,Statue\Monument,Y,Owned,Public use,PPR,,,,C,,2015/10/22 00:00:00+00,PPR Data,nf,N,A
-75.1808076775458,40.0256608825525,735,5425 WISSAHICKON AVE,Cloverly Park,5425 WISSAHICKON AVE,Cloverly Park,17408E,,772,,A11,A11.2,B3,C36,,,,4111,Neighborhood Park,Y,Owned,Public use,PPR,785522600,FAIRMOUNT PARK,2.55496096,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.1831800636158,39.920364143714,736,2101 SHUNK ST,Stephen Girard,2101 SHUNK ST,Girard Estates Park,,,3328,,A11,,B4,C64,,,,4190,Statue\Monument,Y,Owned,Public use,PPR,782512100,CITY OF PHILA,4.020306,C,,2015/10/22 00:00:00+00,PPR Data,nf,N,A
-75.1782547588677,39.9777198710333,737,1401-55 N 27TH ST,Athletic Recreation Center Building,1401-55 N 27TH ST,Athletic Recreation Center,16108E,,687,,A11,A11.3,B1,C49,,1054760,,4034,Recreation Building,Y,Owned,PPR,PPR,782820300,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.1806878925681,40.0253867925424,738,5425 WISSAHICKON AVE,Cloverly Park Playground Equipment,5425 WISSAHICKON AVE,Cloverly Park,,,2126,,A11,A11.3,B2,C42,,,,4111,Playground Equipment,Y,Owned,Public use,PPR,785522600,FAIRMOUNT PARK,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.1718226783529,39.9578934792123,739,200 N 19TH ST,Aviator Park,200 N 19TH ST,Logan Square,,,2817,,A11,A11.2,B3,C30,,,0108,4058,Linear Park\Parkway,Y,Owned,Public use,PPR,782720700,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.175450949141,39.9873427180606,740,2501-59 DIAMOND ST,Hank Gathers YAC Playground Equipment,2501-59 DIAMOND ST,Hank Gathers YAC,,,2202,,A11,A11.3,B2,C42,,,,4186,Playground Equipment,Y,Owned,Public use,PPR,784108500,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.1685287059205,40.0305234282735,741,5215 GREENE ST,Howell Park,5215 GREENE ST,Howell Park,16342E,,1172,,A11,A11.2,B3,C36,,,,4233,Neighborhood Park,Y,Owned,Public use,PPR,785260200,CITY OF PHILADELPHIA,1.54261004,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.1705972050089,39.959702206296,742,1901 VINE ST,Central Library IT - 19th Street Annex,1901 VINE ST,Central Free Library,52160E,1681,322,,A8,,B1,C27,,1055840,,10201345,Library Operations,Y,Owned,LIBRARY,LIBRARY,782598210,CITY OF PHILA,4.39522498,M,Library IT Operations. Same parcel as Central Library,2015/10/19 00:00:00+00,Library,nf,N,A
-75.1503260931457,39.9216010332654,743,200 SNYDER AVE,Burke Playground Building,200 SNYDER AVE,Burke Playground,,,1387,,A11,A11.3,B1,C49,,1391213,,4073,Recreation Building,Y,Owned,PPR,PPR,781395400,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.1503248645981,39.9216070566683,744,200 SNYDER AVE,Library Branch - Whitman,200 SNYDER AVE,Library Branch - Whitman,52045E,,956,,A8,,B1,C25,,1391213,,4073,Library Branch,Y,Owned,LIBRARY,LIBRARY,781395400,CITY OF PHILA,1.38822305,C,,2012/05/15 00:00:00+00,Dept per MDO request,mw,N,A
-75.1465098300402,39.9895972369303,745,800 W CUMBERLAND ST,Veterans Playground Play Equipment,800 W CUMBERLAND ST,Veterans Playground,,,2732,,A11,A11.3,B2,C42,,,,4424,Playground Equipment,Y,Owned,Public use,PPR,785137405,SCHOOL DISTRICT,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.1464086261579,40.0499263936955,746,1610 CHELTEN AVE,Morris Estate Recreation Center Pool,1610 CHELTEN AVE,Morris Estate Recreation Center,,,2520,,A11,A11.3,B4,C46,,,,4307,Pool,Y,Owned,PPR,PPR,785097000,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.1381781738114,39.9891532281423,747,2500-34 N 3RD ST,Nelson Playground Play Equipment,2500-34 N 3RD ST,Nelson Playground,,,2545,,A11,A11.3,B2,C42,,,,4320,Playground Equipment,Y,Owned,Public use,PPR,192093801,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.1366723662833,40.0381180012001,748,851 W OLNEY AVE,Cherashore Playground,851 W OLNEY AVE,Cherashore Playground,,,1828,,A11,A11.3,B3,C50,D18,,,4087,Recreation Center,Y,Owned,Public use,PPR,785373200,CITY OF PHILA,5.34923791,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.1711481361973,39.9154392270707,749,2701 S BROAD ST,Guglielmo Marconi,2701 S BROAD ST,Marconi Plaza,,,3165,,A11,,B4,C64,,,,4280,Statue\Monument,Y,Owned,Public use,PPR,781023200,CITY OF PHILA,18.838097,C,,2015/10/22 00:00:00+00,PPR Data,nf,N,A
-75.2149725310968,39.9778832016232,750,4804-48 PARKSIDE AVE,Highway 1st District Yard and Building,4804-48 PARKSIDE AVE,Highway 1st District Yard & Fuel Site 150,,,1744,,A15,,B1,C33,,1522715,,10254061,Materials Yard,Y,Owned,STREETS,STREETS,783382801,CITY OF PHILA,,M,,2011/04/12 00:00:00+00,,,N,A
-75.2150029618518,39.9925447855933,751,BELMONT AND CHAMOUNIX,Belmont Grove Picnic Pavilion 1,,West Fairmount Park,,,2830,,A11,,B4,C40,,1517245,,4440,Pavilion\Shelter,Y,Owned,Public use,PPR,,,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.2128425041371,39.9813447980575,752,BELMONT AVE AND NORTH HORTICULTURAL DR,Orb Washbasin,,"West Fairmount Park, Japanese House",,,3300,,A11,,B4,C64,,1500387,0173,4440,Statue\Monument,Y,Owned,Public use,PPR,,,,C,,2015/10/22 00:00:00+00,PPR Data,nf,N,A
-75.2091166088182,39.9796562587884,753,4201 AVE OF THE REP AVE,Columbia,4201 AVE OF THE REP AVE,Memorial Hall,,,3268,,A11,,B4,C64,,1534015,,4440,Statue\Monument,Y,Lessor,Please Touch Museum,Please Touch Museum,783172370,PLEASE TOUCH MUSEUM,12.7442149,C,,2015/10/22 00:00:00+00,PPR Data,nf,N,A
-75.2022379370087,39.9992669756453,754,3601 CHAMOUNIX DR,Chamounix Tennis Pavilion 3,,West Fairmount Park,,,1519,,A11,,B4,C40,,1517228,,4440,Pavilion\Shelter,Y,Owned,Public use,PPR,,,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.0577704041494,40.0796946812424,755,8600 KREWSTOWN RD,Police Mounted Unit,,Pennypack Creek Park,11145E,651,2987,Krewstown Stable,A13,A13.2,B1,C5,D25,1311285,,,Barn\Stables,Y,Owned,POLICE,PPR,,,,M,,2016/05/16 00:00:00+00,Police,nf,N,A
-75.1910031398682,39.9738699761418,756,KELLY DR,Welcoming Freedom,,East Fairmount Park,,,3253,,A11,,B4,C64,,,,4145,Statue\Monument,Y,Owned,Public use,PPR,,,,C,,2015/10/22 00:00:00+00,PPR Data,nf,N,A
-75.1909421655355,40.0295289947699,757,209 LINCOLN DR,Rittenhouse Town #209,,Rittenhouse Town,17040E,,1067,,A11,,B1,C21,,1127745,, 4455,Historic House\Site,Y,Owned,PPR,PPR,,,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.1887469462829,39.967727165792,758, ,Water Bldg,,West Fairmount Park,,,1439,,A11,,B1,C17,,,,4440,Garage\Maintenance Building,Y,Owned,PPR,PPR,,,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.2129737200183,39.9911839860947,759,2000 BELMONT MANSION DR,Belmont Mansion Gazebo,,West Fairmount Park,,,1499,,A11,,B4,C40,,,,4440,Pavilion\Shelter,Y,Owned,Public use,PPR,,,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.2117004538169,39.9561543764583,760,4501 SANSOM ST,45th & Sansom Tot Lot Playground Equipment,122-24 S 45TH ST,45th & Sansom Tot Lot,,,2016,,A11,A11.3,B2,C42,,,,4016,Playground Equipment,Y,Owned,Public use,PPR,601071850,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.0188115311225,40.0284109593412,761,8101 STATE RD,Alternative Special Dentention Central Modular,7801 STATE RD,Philadelphia Correctional Facilities Campus,23009E,,915,,A13,A13.3,B1,C11,,,,10365112,Detention Center Adult,Y,Owned,PRISONS,PRISONS,881449900,CITY OF PHILA,89.80544281,M,In FAMIS as Proposed Multi-Purpose Facility,2016/11/28 00:00:00+00,Prisons per James Bentley,nf,N,A
-74.9684636005219,40.0965046864767,762,12499 TORREY RD,Poquessing Creek Park (4),12499 TORREY RD,Poquessing Creek Park,,,1647,,A11,,B3,C79,,,0221,4358,Watershed\Conservation Park,Y,Owned,Public use,PPR,663314705,CITY OF PHILA,61.70904541,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.2583699914668,40.0570452105414,763,844 MANATAWNA RD,Manatawna Farm Tree House,130 SPRING LN,Manatawna Farm,17295E,,673,,A11,,B4,C40,,,,10800,Pavilion\Shelter,N,Lessee,Public Use,PPR,775776000,SCHUYLKILL VALLEY,0.75401747,C,"City managed, not owned",2012/08/27 00:00:00+00,"PCPC survey, PPR review, OPA",vm,N,A
-75.2364087564468,39.91321045543,764,7116-18 DICKS AVE,Dicks To Guyer N,7116-18 DICKS AVE,Dicks To Guyer N,16219E,,497,,A11,A11.2,B3,C31,,,,10538621,Breezeway\Island\Managed Open Space,Y,Owned,Public use,PPR,404334101,QUINLAN CHARLES,0.05324799,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.2317082978917,40.0317017923678,765,4712 UMBRIA ST,Parking Lot - 4712 Umbria St,4712 UMBRIA ST,Parking Lot - 4712 Umbria St,20431E,,869,,A17,,B3,C39,,,,10519065,Parking Lot,Y,Owned,Public use,PPA,211465630,CITY OF PHILA,0.31900826,C,,2011/06/21 00:00:00+00,PPA doc to PCPC,,N,A
